record_id,craft,material,technique,size,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,region,actual_selling_price
SIH-00255,Kutch Embroidery,Cotton,Hand Embroidery,Medium,32.7,270,145,145,Medium,Moderate,West India,7470
SIH-00256,Kutch Embroidery,Cotton,Hand Embroidery,Medium,20.8,510,75,80,Medium,Standard,West India,6000
SIH-00257,Kalamkari,Cotton,Block Printing,Small,7.0,470,25,45,Low,Light,South India,2520
SIH-00258,Kondapalli Toys,Soft Wood,Hand Painting,Small,2.7,240,15,20,Low,Standard,South India,960
SIH-00259,Pipili Applique,Cotton,Applique,Small,5.1,160,15,20,Low,Light,East India,1020
SIH-00260,Kalamkari,Cotton,Block Printing,Large,18.0,670,85,130,Medium,Standard,South India,5190
SIH-00261,Moradabad Metal Craft,Brass,Metal Engraving,Large,27.3,1560,155,170,High,Standard,North India,7250
SIH-00262,Kalamkari,Cotton,Block Printing,Small,9.7,360,45,50,Low,Standard,South India,2330
SIH-00263,Blue Pottery,Ceramic,Glazing,Small,3.6,170,40,55,Low,Standard,West India,980
SIH-00264,Moradabad Metal Craft,Brass,Metal Engraving,Small,8.4,930,100,175,Low,Standard,North India,3840
SIH-00265,Sandalwood Carving,Sandalwood,Wood Carving,Large,61.6,3540,505,595,High,Moderate,South India,23410
SIH-00266,Kutch Embroidery,Cotton,Hand Embroidery,Large,35.1,650,120,200,High,Standard,West India,7830
SIH-00267,Pipili Applique,Cotton,Applique,Small,5.1,120,25,20,Low,Standard,East India,1120
SIH-00268,Phulkari,Cotton,Hand Embroidery,Standard,50.4,350,205,145,Medium,Light,North India,10880
SIH-00269,Madhubani,Paper,Hand Painting,Small,7.6,130,35,25,Low,Light,East India,1940
SIH-00270,Sikki Craft,Sikki Grass,Hand Weaving,Medium,6.4,130,40,35,Medium,Light,East India,1280
SIH-00271,Thanjavur Painting,Wood,Gold Leaf Work,Medium,25.9,1410,205,240,Medium,Standard,South India,12700
SIH-00272,Moradabad Metal Craft,Brass,Metal Engraving,Medium,7.1,1660,90,180,Medium,Standard,North India,4460
SIH-00273,Phulkari,Cotton,Hand Embroidery,Standard,34.1,750,75,95,High,Light,North India,7840
SIH-00274,Terracotta,Clay,Hand Moulding,Small,2.7,140,15,25,Low,Moderate,East India,590
SIH-00275,Moradabad Metal Craft,Brass,Metal Engraving,Large,22.9,2620,370,470,High,Light,North India,10270
SIH-00276,Blue Pottery,Ceramic,Glazing,Medium,2.9,320,25,45,Low,Standard,West India,930
SIH-00277,Dhokra,Brass,Lost Wax Casting,Small,12.7,1280,160,130,Low,Light,Central India,5520
SIH-00278,Pipili Applique,Cotton,Applique,Medium,9.7,310,45,50,Low,Standard,East India,2390
SIH-00279,Blue Pottery,Ceramic,Glazing,Large,4.3,340,60,45,Medium,Standard,West India,1360
SIH-00280,Dhokra,Brass,Lost Wax Casting,Large,30.2,1830,285,390,High,Moderate,Central India,10790
SIH-00281,Dhokra,Brass,Lost Wax Casting,Medium,22.9,2110,165,390,Medium,Moderate,Central India,9790
SIH-00282,Sandalwood Carving,Sandalwood,Wood Carving,Small,30.6,2160,190,275,Low,Standard,South India,10010
SIH-00283,Pipili Applique,Cotton,Applique,Large,8.1,580,40,55,Medium,Standard,East India,2570
SIH-00284,Blue Pottery,Ceramic,Glazing,Medium,2.4,240,30,25,Low,Standard,West India,790
SIH-00285,Thanjavur Painting,Wood,Gold Leaf Work,Large,51.5,2650,510,460,High,Light,South India,24000
SIH-00286,Thanjavur Painting,Wood,Gold Leaf Work,Large,53.6,5330,315,810,High,Standard,South India,24630
SIH-00287,Pipili Applique,Cotton,Applique,Small,3.5,140,15,25,Low,Standard,East India,900
SIH-00288,Terracotta,Clay,Hand Moulding,Large,8.5,250,50,90,Medium,Standard,East India,1880
SIH-00289,Banarasi,Silk,Handloom Weaving,Standard,149.0,7230,785,1135,High,Standard,North India,45450
SIH-00290,Blue Pottery,Ceramic,Glazing,Small,2.7,240,35,30,Low,Standard,West India,820
SIH-00291,Kondapalli Toys,Soft Wood,Hand Painting,Small,3.1,210,15,25,Low,Standard,South India,750
SIH-00292,Kutch Embroidery,Cotton,Hand Embroidery,Small,19.1,390,40,80,Medium,Moderate,West India,4730
SIH-00293,Phulkari,Cotton,Hand Embroidery,Standard,32.1,780,190,125,High,High,North India,9970
SIH-00294,Madhubani,Paper,Hand Painting,Medium,36.7,240,60,140,Medium,Light,East India,6410
SIH-00295,Dhokra,Brass,Lost Wax Casting,Small,11.0,1210,165,205,Low,Standard,Central India,4900
SIH-00296,Blue Pottery,Ceramic,Glazing,Medium,5.3,280,30,40,Low,Light,West India,1200
SIH-00297,Pashmina,Pashmina Wool,Hand Embroidery,Standard,53.8,6400,275,290,Medium,Standard,North India,22640
SIH-00298,Kutch Embroidery,Cotton,Hand Embroidery,Large,40.9,760,150,150,High,Light,West India,8450
SIH-00299,Channapatna,Wood,Lac Turning,Large,9.1,280,60,75,Medium,High,South India,2360
SIH-00300,Banarasi,Silk,Handloom Weaving,Standard,72.2,5400,410,520,High,Moderate,North India,30600
SIH-00301,Banarasi,Silk,Handloom Weaving,Standard,181.7,4110,965,990,High,Moderate,North India,63680
SIH-00302,Madhubani,Paper,Hand Painting,Small,11.5,100,40,80,Low,Standard,East India,3010
SIH-00303,Pipili Applique,Cotton,Applique,Small,4.7,210,20,30,Low,Light,East India,1300
SIH-00304,Kondapalli Toys,Soft Wood,Hand Painting,Large,7.9,410,45,40,Medium,Standard,South India,1830
SIH-00305,Dhokra,Brass,Lost Wax Casting,Small,12.4,1620,100,120,Medium,Moderate,Central India,5840
SIH-00306,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,24.0,1070,175,180,Medium,Light,North India,6610
SIH-00307,Blue Pottery,Ceramic,Glazing,Medium,5.9,330,60,60,Low,Moderate,West India,1400
SIH-00308,Terracotta,Clay,Hand Moulding,Large,6.6,210,20,35,Medium,Standard,East India,1080
SIH-00309,Phulkari,Cotton,Hand Embroidery,Standard,40.9,630,140,285,Medium,Light,North India,12510
SIH-00310,Blue Pottery,Ceramic,Glazing,Small,1.3,160,15,20,Low,Standard,West India,470
SIH-00311,Terracotta,Clay,Hand Moulding,Medium,4.3,90,15,20,Low,Standard,East India,780
SIH-00312,Pipili Applique,Cotton,Applique,Small,4.9,180,25,20,Low,Light,East India,1050
SIH-00313,Terracotta,Clay,Hand Moulding,Large,6.2,270,30,70,Medium,Moderate,East India,1290
SIH-00314,Blue Pottery,Ceramic,Glazing,Large,6.0,580,40,60,Medium,Standard,West India,2050
SIH-00315,Phulkari,Cotton,Hand Embroidery,Standard,26.9,700,90,215,Medium,Standard,North India,8020
SIH-00316,Kalamkari,Cotton,Block Printing,Medium,9.0,400,45,35,Low,Standard,South India,2280
SIH-00317,Terracotta,Clay,Hand Moulding,Small,3.8,130,15,35,Low,Standard,East India,750
SIH-00318,Banarasi,Silk,Handloom Weaving,Standard,123.9,5100,435,675,High,Standard,North India,41450
SIH-00319,Sandalwood Carving,Sandalwood,Wood Carving,Medium,58.4,2900,445,565,High,Moderate,South India,23740
SIH-00320,Kalamkari,Cotton,Block Printing,Large,17.3,550,50,110,Medium,Standard,South India,4420
SIH-00321,Kondapalli Toys,Soft Wood,Hand Painting,Medium,3.9,170,15,20,Medium,Moderate,South India,850
SIH-00322,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,35.3,980,135,305,Medium,Moderate,North India,8960
SIH-00323,Terracotta,Clay,Hand Moulding,Large,8.6,210,50,40,Medium,Standard,East India,1440
SIH-00324,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.2,680,85,105,Low,Standard,Central India,3720
SIH-00325,Sandalwood Carving,Sandalwood,Wood Carving,Small,22.1,1740,105,145,Low,Standard,South India,7220
SIH-00326,Sikki Craft,Sikki Grass,Hand Weaving,Small,1.3,110,15,20,Low,High,East India,430
SIH-00327,Blue Pottery,Ceramic,Glazing,Small,2.2,220,25,35,Low,Light,West India,770
SIH-00328,Blue Pottery,Ceramic,Glazing,Large,5.6,200,30,85,Medium,High,West India,1590
SIH-00329,Phulkari,Cotton,Hand Embroidery,Standard,26.6,640,155,210,Medium,Light,North India,7170
SIH-00330,Kalamkari,Cotton,Block Printing,Small,7.8,400,20,35,Low,Light,South India,2240
SIH-00331,Kondapalli Toys,Soft Wood,Hand Painting,Medium,5.3,400,40,35,Medium,Light,South India,1530
SIH-00332,Thanjavur Painting,Wood,Gold Leaf Work,Large,74.6,2760,670,565,High,Light,South India,29010
SIH-00333,Phulkari,Cotton,Hand Embroidery,Standard,26.0,630,115,90,Medium,Moderate,North India,6800
SIH-00334,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,25.5,970,235,210,Medium,High,North India,8370
SIH-00335,Dhokra,Brass,Lost Wax Casting,Small,4.2,470,60,80,Low,Standard,Central India,1850
SIH-00336,Moradabad Metal Craft,Brass,Metal Engraving,Small,6.5,1170,105,95,Low,Light,North India,3510
SIH-00337,Blue Pottery,Ceramic,Glazing,Medium,2.9,340,30,55,Low,Light,West India,980
SIH-00338,Blue Pottery,Ceramic,Glazing,Small,2.2,120,25,30,Low,High,West India,660
SIH-00339,Blue Pottery,Ceramic,Glazing,Medium,2.8,230,35,35,Low,Light,West India,900
SIH-00340,Blue Pottery,Ceramic,Glazing,Large,4.9,440,35,80,Medium,Standard,West India,1500
SIH-00341,Blue Pottery,Ceramic,Glazing,Medium,1.9,320,35,35,Low,Standard,West India,840
SIH-00342,Banarasi,Silk,Handloom Weaving,Standard,130.0,4030,360,800,High,Light,North India,36330
SIH-00343,Blue Pottery,Ceramic,Glazing,Small,1.2,110,20,25,Low,Standard,West India,420
SIH-00344,Dhokra,Brass,Lost Wax Casting,Small,9.2,550,90,85,Low,Light,Central India,2870
SIH-00345,Sandalwood Carving,Sandalwood,Wood Carving,Small,9.0,2290,110,115,Medium,Moderate,South India,6890
SIH-00346,Kutch Embroidery,Cotton,Hand Embroidery,Small,25.2,240,145,165,Medium,Moderate,West India,7340
SIH-00347,Kalamkari,Cotton,Block Printing,Small,7.9,180,35,50,Low,Moderate,South India,1900
SIH-00348,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,18.3,1570,205,240,Medium,Light,North India,7440
SIH-00349,Kutch Embroidery,Cotton,Hand Embroidery,Large,35.5,390,90,135,High,Light,West India,7430
SIH-00350,Blue Pottery,Ceramic,Glazing,Large,5.4,400,55,85,Medium,Light,West India,1680
SIH-00351,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,64.6,1870,605,590,High,Light,North India,21300
SIH-00352,Sikki Craft,Sikki Grass,Hand Weaving,Small,3.1,120,15,20,Low,Standard,East India,600
SIH-00353,Dhokra,Brass,Lost Wax Casting,Small,10.8,1090,125,185,Low,Standard,Central India,4520
SIH-00354,Madhubani,Paper,Hand Painting,Medium,39.8,280,160,270,Medium,Light,East India,10790
SIH-00355,Kondapalli Toys,Soft Wood,Hand Painting,Medium,3.2,270,15,25,Low,Standard,South India,1060
SIH-00356,Kalamkari,Cotton,Block Printing,Large,18.4,1010,60,120,High,High,South India,4850
SIH-00357,Pipili Applique,Cotton,Applique,Small,8.6,230,40,35,Low,Standard,East India,1850
SIH-00358,Pashmina,Pashmina Wool,Hand Embroidery,Standard,67.8,6040,210,425,High,Light,North India,31560
SIH-00359,Moradabad Metal Craft,Brass,Metal Engraving,Small,7.4,1020,110,125,Low,Standard,North India,3520
SIH-00360,Pashmina,Pashmina Wool,Hand Embroidery,Standard,117.7,6430,290,790,Medium,Light,North India,40630
SIH-00361,Moradabad Metal Craft,Brass,Metal Engraving,Small,9.9,730,85,100,Low,Light,North India,3010
SIH-00362,Terracotta,Clay,Hand Moulding,Medium,5.1,130,25,30,Low,Standard,East India,830
SIH-00363,Pashmina,Pashmina Wool,Hand Embroidery,Standard,53.3,4720,350,240,Medium,Light,North India,24160
SIH-00364,Kalamkari,Cotton,Block Printing,Medium,16.4,380,35,55,Medium,Moderate,South India,3380
SIH-00365,Kondapalli Toys,Soft Wood,Hand Painting,Small,4.2,170,20,40,Low,Standard,South India,1110
SIH-00366,Banarasi,Silk,Handloom Weaving,Standard,124.6,5470,600,525,High,High,North India,51480
SIH-00367,Kalamkari,Cotton,Block Printing,Large,23.1,990,70,105,Medium,Standard,South India,5770
SIH-00368,Dhokra,Brass,Lost Wax Casting,Large,16.8,2540,130,240,High,Standard,Central India,8060
SIH-00369,Thanjavur Painting,Wood,Gold Leaf Work,Medium,45.3,3260,400,470,Medium,Standard,South India,21180
SIH-00370,Pipili Applique,Cotton,Applique,Small,7.8,210,35,30,Low,Standard,East India,2080
SIH-00371,Blue Pottery,Ceramic,Glazing,Medium,4.4,320,50,65,Low,Standard,West India,1190
SIH-00372,Banarasi,Silk,Handloom Weaving,Standard,84.5,7540,355,620,High,Standard,North India,32370
SIH-00373,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,25.3,2890,290,365,High,Standard,Central India,11460
SIH-00374,Blue Pottery,Ceramic,Glazing,Medium,2.4,330,30,40,Low,Moderate,West India,990
SIH-00375,Sikki Craft,Sikki Grass,Hand Weaving,Medium,9.8,180,45,75,Medium,Standard,East India,2020
SIH-00376,Blue Pottery,Ceramic,Glazing,Small,3.3,190,35,30,Low,Standard,West India,1020
SIH-00377,Kutch Embroidery,Cotton,Hand Embroidery,Large,33.7,530,150,185,High,Light,West India,7590
SIH-00378,Blue Pottery,Ceramic,Glazing,Small,1.4,190,15,20,Low,Light,West India,560
SIH-00379,Sikki Craft,Sikki Grass,Hand Weaving,Small,4.0,80,25,35,Low,Moderate,East India,870
SIH-00380,Thanjavur Painting,Wood,Gold Leaf Work,Medium,30.6,3940,250,395,High,Standard,South India,17970
SIH-00381,Blue Pottery,Ceramic,Glazing,Medium,2.7,170,20,30,Low,Light,West India,620
SIH-00382,Madhubani,Paper,Hand Painting,Small,19.5,100,55,65,Low,Moderate,East India,4820
SIH-00383,Kalamkari,Cotton,Block Printing,Small,10.6,500,35,85,Low,Light,South India,3380
SIH-00384,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.3,970,90,125,Low,Moderate,Central India,5080
SIH-00385,Sikki Craft,Sikki Grass,Hand Weaving,Small,3.0,80,15,20,Low,Standard,East India,650
SIH-00386,Channapatna,Wood,Lac Turning,Medium,3.7,190,30,35,Low,Standard,South India,930
SIH-00387,Blue Pottery,Ceramic,Glazing,Large,5.8,320,25,60,Medium,Moderate,West India,1520
SIH-00388,Blue Pottery,Ceramic,Glazing,Large,5.4,380,45,75,Medium,Moderate,West India,1550
SIH-00389,Thanjavur Painting,Wood,Gold Leaf Work,Medium,39.6,2440,265,280,High,Standard,South India,17120
SIH-00390,Phulkari,Cotton,Hand Embroidery,Standard,13.1,570,45,70,High,Moderate,North India,3380
SIH-00391,Channapatna,Wood,Lac Turning,Medium,1.3,200,15,20,Low,Light,South India,550
SIH-00392,Thanjavur Painting,Wood,Gold Leaf Work,Small,21.8,2800,305,275,Medium,Standard,South India,12150
SIH-00393,Madhubani,Paper,Hand Painting,Small,5.9,90,20,20,Low,Light,East India,1160
SIH-00394,Pashmina,Pashmina Wool,Hand Embroidery,Standard,47.5,5080,285,465,Medium,Moderate,North India,22040
SIH-00395,Kutch Embroidery,Cotton,Hand Embroidery,Large,27.9,530,75,180,High,Moderate,West India,6680
SIH-00396,Blue Pottery,Ceramic,Glazing,Medium,2.7,210,40,20,Low,Light,West India,880
SIH-00397,Dhokra,Brass,Lost Wax Casting,Medium,18.3,1430,185,165,Medium,Light,Central India,5900
SIH-00398,Dhokra,Brass,Lost Wax Casting,Medium,26.4,2120,185,260,Medium,Standard,Central India,8960
SIH-00399,Madhubani,Paper,Hand Painting,Medium,11.9,140,65,70,Medium,Standard,East India,3460
SIH-00400,Kutch Embroidery,Cotton,Hand Embroidery,Medium,24.6,260,95,90,Medium,Moderate,West India,5230
SIH-00401,Blue Pottery,Ceramic,Glazing,Medium,3.1,160,20,30,Low,Standard,West India,860
SIH-00402,Moradabad Metal Craft,Brass,Metal Engraving,Large,18.5,1530,145,225,High,Standard,North India,6720
SIH-00403,Blue Pottery,Ceramic,Glazing,Small,2.3,170,25,35,Low,Moderate,West India,720
SIH-00404,Blue Pottery,Ceramic,Glazing,Large,3.5,330,30,60,Medium,Standard,West India,1030
SIH-00405,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,43.4,3280,270,355,High,Light,Central India,15440
SIH-00406,Blue Pottery,Ceramic,Glazing,Small,2.0,200,20,30,Low,High,West India,730
SIH-00407,Dhokra,Brass,Lost Wax Casting,Medium,15.2,1990,200,220,Medium,Standard,Central India,5830
SIH-00408,Pashmina,Pashmina Wool,Hand Embroidery,Standard,63.9,5870,235,480,Medium,Standard,North India,23700
SIH-00409,Channapatna,Wood,Lac Turning,Large,9.3,320,45,50,Medium,Standard,South India,2310
SIH-00410,Channapatna,Wood,Lac Turning,Large,7.3,260,35,60,Medium,High,South India,1630
SIH-00411,Blue Pottery,Ceramic,Glazing,Large,6.8,260,75,75,Medium,High,West India,2090
SIH-00412,Kalamkari,Cotton,Block Printing,Medium,7.8,530,40,50,Medium,Moderate,South India,2720
SIH-00413,Dhokra,Brass,Lost Wax Casting,Medium,14.7,1400,205,140,High,Moderate,Central India,6730
SIH-00414,Kondapalli Toys,Soft Wood,Hand Painting,Large,9.1,420,35,45,Medium,Light,South India,1910
SIH-00415,Madhubani,Paper,Hand Painting,Small,19.4,170,55,55,Low,Standard,East India,3550
SIH-00416,Blue Pottery,Ceramic,Glazing,Large,4.4,480,50,75,Medium,Standard,West India,1660
SIH-00417,Sandalwood Carving,Sandalwood,Wood Carving,Large,36.3,3340,355,450,High,Light,South India,15940
SIH-00418,Dhokra,Brass,Lost Wax Casting,Large,13.8,2330,235,355,High,Standard,Central India,8390
SIH-00419,Kutch Embroidery,Cotton,Hand Embroidery,Large,19.7,510,105,135,High,High,West India,5800
SIH-00420,Moradabad Metal Craft,Brass,Metal Engraving,Medium,10.6,1340,80,130,Medium,Standard,North India,5220
SIH-00421,Terracotta,Clay,Hand Moulding,Large,7.5,290,50,100,Medium,Standard,East India,1770
SIH-00422,Moradabad Metal Craft,Brass,Metal Engraving,Medium,11.4,1190,150,150,Medium,Moderate,North India,4850
SIH-00423,Pipili Applique,Cotton,Applique,Large,9.6,240,20,35,Medium,Standard,East India,1970
SIH-00424,Pipili Applique,Cotton,Applique,Small,9.6,140,40,55,Low,Light,East India,2170
SIH-00425,Thanjavur Painting,Wood,Gold Leaf Work,Small,22.3,1750,165,185,Low,Standard,South India,11040
SIH-00426,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,25.5,1600,190,385,High,Standard,Central India,8440
SIH-00427,Blue Pottery,Ceramic,Glazing,Medium,1.8,280,15,30,Low,Light,West India,770
SIH-00428,Blue Pottery,Ceramic,Glazing,Small,1.2,190,20,20,Low,Standard,West India,540
SIH-00429,Blue Pottery,Ceramic,Glazing,Small,3.0,180,30,45,Low,Standard,West India,830
SIH-00430,Terracotta,Clay,Hand Moulding,Medium,6.7,110,50,45,Low,Standard,East India,1420
SIH-00431,Kalamkari,Cotton,Block Printing,Large,17.2,670,65,105,Medium,Standard,South India,4680
SIH-00432,Thanjavur Painting,Wood,Gold Leaf Work,Large,66.3,3700,775,665,High,Standard,South India,28630
SIH-00433,Kalamkari,Cotton,Block Printing,Medium,3.0,300,20,20,Low,Moderate,South India,1010
SIH-00434,Pipili Applique,Cotton,Applique,Medium,9.0,350,20,40,Medium,Moderate,East India,1690
SIH-00435,Phulkari,Cotton,Hand Embroidery,Standard,31.1,810,110,240,Medium,Light,North India,10190
SIH-00436,Kutch Embroidery,Cotton,Hand Embroidery,Medium,25.8,680,135,125,Medium,Moderate,West India,6590
SIH-00437,Moradabad Metal Craft,Brass,Metal Engraving,Medium,11.5,1090,100,130,Medium,Light,North India,4740
SIH-00438,Kutch Embroidery,Cotton,Hand Embroidery,Medium,21.8,550,65,85,High,High,West India,7500
SIH-00439,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,48.9,850,215,380,High,Light,North India,13030
SIH-00440,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,24.6,910,230,345,Low,Standard,North India,9090
SIH-00441,Sandalwood Carving,Sandalwood,Wood Carving,Large,69.7,6010,640,680,High,Moderate,South India,25230
SIH-00442,Kondapalli Toys,Soft Wood,Hand Painting,Medium,5.8,190,40,35,Medium,Standard,South India,1440
SIH-00443,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,39.4,670,135,420,Medium,Moderate,North India,10490
SIH-00444,Thanjavur Painting,Wood,Gold Leaf Work,Large,33.8,2920,555,650,High,Standard,South India,20370
SIH-00445,Kondapalli Toys,Soft Wood,Hand Painting,Medium,3.3,180,20,35,Low,Standard,South India,1030
SIH-00446,Banarasi,Silk,Handloom Weaving,Standard,97.7,2690,475,785,Medium,Standard,North India,35190
SIH-00447,Dhokra,Brass,Lost Wax Casting,Small,4.5,1140,105,135,Medium,Moderate,Central India,3350
SIH-00448,Moradabad Metal Craft,Brass,Metal Engraving,Large,20.7,1150,170,175,High,Standard,North India,7760
SIH-00449,Kutch Embroidery,Cotton,Hand Embroidery,Small,17.6,430,105,140,Low,Standard,West India,5380
SIH-00450,Kutch Embroidery,Cotton,Hand Embroidery,Large,43.9,510,180,115,High,Light,West India,8640
SIH-00451,Kutch Embroidery,Cotton,Hand Embroidery,Medium,13.3,600,95,125,High,Light,West India,4580
SIH-00452,Blue Pottery,Ceramic,Glazing,Medium,3.6,350,40,50,Low,Standard,West India,1410
SIH-00453,Blue Pottery,Ceramic,Glazing,Large,5.9,420,50,60,Medium,Standard,West India,2110
SIH-00454,Blue Pottery,Ceramic,Glazing,Medium,3.1,270,25,40,Low,Light,West India,940
SIH-00455,Kalamkari,Cotton,Block Printing,Medium,6.1,680,30,40,Low,Standard,South India,2170
SIH-00456,Channapatna,Wood,Lac Turning,Large,7.4,280,40,50,Medium,Standard,South India,1600
SIH-00457,Kondapalli Toys,Soft Wood,Hand Painting,Large,7.3,250,30,50,Medium,Standard,South India,1520
SIH-00458,Pipili Applique,Cotton,Applique,Small,2.5,170,15,20,Low,Standard,East India,800
SIH-00459,Terracotta,Clay,Hand Moulding,Large,6.2,250,30,60,Medium,Standard,East India,1450
SIH-00460,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,17.9,760,175,180,Low,Standard,North India,7480
SIH-00461,Terracotta,Clay,Hand Moulding,Large,6.0,280,50,35,Medium,Moderate,East India,1550
SIH-00462,Pashmina,Pashmina Wool,Hand Embroidery,Standard,86.7,5690,345,320,Medium,Light,North India,28350
