record_id,product,category,subcategory,state,data_type,generation_method,calibration_source,generated_at,dataset_version,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,actual_selling_price,craft,material,technique,region,size,direct_cost,market_reference_price,market_price_min,market_price_max,market_comparable_count
SIH-00083,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.4,470,65,90,Low,Light,2350,Moradabad Metal Craft,Brass,Metal Engraving,North India,Small,625,3175.0,1250.0,6290.0,94.0
SIH-00084,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.2,140,15,20,Low,Standard,430,Blue Pottery,Ceramic,Glazing,West India,Small,175,780.0,320.0,1310.0,265.0
SIH-00085,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,30.5,260,50,90,Medium,Standard,4760,Madhubani,Paper,Hand Painting,East India,Large,400,8240.0,2690.0,19090.0,66.0
SIH-00086,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,46.4,330,155,225,High,Light,10140,Madhubani,Paper,Hand Painting,East India,Large,710,7885.0,2690.0,19090.0,66.0
SIH-00087,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,10.7,450,55,80,High,Standard,2680,Pipili Applique,Cotton,Applique,East India,Large,585,3315.0,1180.0,6800.0,92.0
SIH-00088,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.0,280,20,40,Medium,Standard,1270,Kondapalli Toys,Soft Wood,Hand Painting,South India,Large,340,1920.0,980.0,2780.0,80.0
SIH-00089,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.9,630,55,60,Medium,Moderate,2120,Blue Pottery,Ceramic,Glazing,West India,Large,745,1585.0,710.0,3370.0,250.0
SIH-00090,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.4,110,30,25,Low,Standard,800,Terracotta,Clay,Hand Moulding,East India,Small,165,705.0,250.0,1220.0,78.0
SIH-00091,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,21.8,1660,260,185,Medium,Standard,9540,Dhokra,Brass,Lost Wax Casting,Central India,Medium,2105,6820.0,2480.0,11120.0,109.0
SIH-00092,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,24.8,710,85,140,High,Standard,7560,Kutch Embroidery,Cotton,Hand Embroidery,West India,Large,935,6960.0,3190.0,8940.0,85.0
SIH-00093,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.6,1150,145,200,Low,Standard,4660,Moradabad Metal Craft,Brass,Metal Engraving,North India,Small,1495,3155.0,1250.0,6290.0,94.0
SIH-00094,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,12.2,990,60,105,Medium,Light,3800,Kalamkari,Cotton,Block Printing,South India,Large,1155,4740.0,1710.0,8830.0,69.0
SIH-00095,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.9,560,40,35,Low,Light,2320,Kalamkari,Cotton,Block Printing,South India,Medium,635,2675.0,1000.0,5860.0,84.0
SIH-00096,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.4,170,15,30,Low,Standard,580,Terracotta,Clay,Hand Moulding,East India,Small,215,715.0,250.0,1220.0,78.0
SIH-00097,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.7,200,80,105,High,Light,2730,Sikki Craft,Sikki Grass,Hand Weaving,East India,Large,385,2130.0,650.0,3170.0,72.0
SIH-00098,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.6,210,50,70,Low,Light,1390,Terracotta,Clay,Hand Moulding,East India,Medium,330,945.0,400.0,1830.0,86.0
SIH-00099,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.0,300,40,50,Medium,Standard,1160,Blue Pottery,Ceramic,Glazing,West India,Large,390,1590.0,710.0,3370.0,250.0
SIH-00100,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,33.0,3010,260,335,High,High,17080,Thanjavur Painting,Wood,Gold Leaf Work,South India,Medium,3605,23200.0,11420.0,29970.0,81.0
SIH-00101,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,40.6,1520,235,380,High,Light,14330,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Large,2135,12440.0,5690.0,15960.0,81.0
SIH-00102,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.5,260,105,190,Medium,Moderate,6940,Madhubani,Paper,Hand Painting,East India,Medium,555,4590.0,1130.0,12160.0,87.0
SIH-00103,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.7,180,45,45,Low,Standard,1110,Blue Pottery,Ceramic,Glazing,West India,Medium,270,990.0,430.0,1880.0,243.0
SIH-00104,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.6,480,30,40,High,Standard,1850,Kondapalli Toys,Soft Wood,Hand Painting,South India,Large,550,1920.0,980.0,2780.0,80.0
SIH-00105,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.5,180,20,25,Medium,Standard,1250,Channapatna,Wood,Lac Turning,South India,Large,225,1465.0,640.0,2560.0,84.0
SIH-00106,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,34.8,240,105,135,Medium,Moderate,9200,Madhubani,Paper,Hand Painting,East India,Medium,480,4590.0,1130.0,12160.0,87.0
SIH-00107,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,23.2,2340,230,320,High,Light,9430,Moradabad Metal Craft,Brass,Metal Engraving,North India,Large,2890,8160.0,4080.0,14020.0,84.0
SIH-00108,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.3,230,15,30,Low,Standard,940,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,275,1330.0,590.0,2720.0,77.0
SIH-00109,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.5,260,35,35,Low,Moderate,2100,Pipili Applique,Cotton,Applique,East India,Small,330,1255.0,560.0,2420.0,86.0
SIH-00110,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,53.6,6000,365,470,Medium,Standard,24660,Banarasi,Silk,Handloom Weaving,North India,Standard,6835,33640.0,15130.0,63680.0,248.0
SIH-00111,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.3,190,30,45,Medium,Standard,1620,Sikki Craft,Sikki Grass,Hand Weaving,East India,Large,265,2155.0,650.0,3170.0,72.0
SIH-00112,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.1,150,15,20,Low,Standard,680,Channapatna,Wood,Lac Turning,South India,Medium,185,930.0,400.0,1670.0,93.0
SIH-00113,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,0.9,340,15,35,Low,Standard,620,Blue Pottery,Ceramic,Glazing,West India,Medium,390,990.0,430.0,1880.0,243.0
SIH-00114,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.8,160,15,20,Low,Standard,590,Channapatna,Wood,Lac Turning,South India,Small,195,795.0,350.0,1340.0,88.0
SIH-00115,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.4,220,30,20,Low,Standard,700,Blue Pottery,Ceramic,Glazing,West India,Small,270,780.0,320.0,1310.0,265.0
SIH-00116,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.2,380,40,50,Low,Standard,1190,Blue Pottery,Ceramic,Glazing,West India,Medium,470,990.0,430.0,1880.0,243.0
SIH-00117,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,17.9,1920,130,335,High,Standard,7190,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Large,2385,12680.0,5690.0,15960.0,81.0
SIH-00118,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,10.8,430,105,125,High,High,2880,Blue Pottery,Ceramic,Glazing,West India,Large,660,1585.0,710.0,3370.0,250.0
SIH-00119,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.1,200,15,20,Low,Moderate,530,Channapatna,Wood,Lac Turning,South India,Medium,235,930.0,400.0,1670.0,93.0
SIH-00120,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.8,140,15,20,Low,Light,890,Terracotta,Clay,Hand Moulding,East India,Small,175,705.0,250.0,1220.0,78.0
SIH-00121,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,19.2,1180,110,245,Medium,Light,6200,Moradabad Metal Craft,Brass,Metal Engraving,North India,Medium,1535,5225.0,2060.0,9180.0,82.0
SIH-00122,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.9,360,65,60,Medium,Standard,1480,Blue Pottery,Ceramic,Glazing,West India,Large,485,1590.0,710.0,3370.0,250.0
SIH-00123,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.9,130,15,35,Low,Standard,680,Blue Pottery,Ceramic,Glazing,West India,Small,180,780.0,320.0,1310.0,265.0
SIH-00124,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.3,170,25,40,Low,Light,860,Blue Pottery,Ceramic,Glazing,West India,Small,235,770.0,320.0,1310.0,265.0
SIH-00125,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,56.3,3720,620,395,High,High,25750,Thanjavur Painting,Wood,Gold Leaf Work,South India,Large,4735,25860.0,15050.0,29950.0,89.0
SIH-00126,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,44.3,4250,280,725,High,Light,23390,Thanjavur Painting,Wood,Gold Leaf Work,South India,Large,5255,25860.0,15050.0,29950.0,89.0
SIH-00127,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.9,190,25,35,Low,Standard,1100,Channapatna,Wood,Lac Turning,South India,Large,250,1465.0,640.0,2560.0,84.0
SIH-00128,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,63.1,450,200,215,High,Light,14730,Madhubani,Paper,Hand Painting,East India,Large,865,7885.0,2690.0,19090.0,66.0
SIH-00129,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.3,770,90,170,Low,Standard,4050,Dhokra,Brass,Lost Wax Casting,Central India,Small,1030,3940.0,1500.0,9610.0,96.0
SIH-00130,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,29.5,600,155,145,High,Moderate,9140,Phulkari,Cotton,Hand Embroidery,North India,Standard,900,8470.0,2560.0,14630.0,240.0
SIH-00131,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.2,160,20,20,Low,Standard,670,Blue Pottery,Ceramic,Glazing,West India,Small,200,780.0,320.0,1310.0,265.0
SIH-00132,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,17.7,900,95,115,High,Moderate,5170,Dhokra,Brass,Lost Wax Casting,Central India,Medium,1110,6900.0,2480.0,11120.0,109.0
SIH-00133,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.5,150,25,50,Low,Standard,1530,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,225,1190.0,470.0,2940.0,89.0
SIH-00134,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.2,130,15,20,Medium,Standard,470,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,165,1200.0,520.0,2940.0,89.0
